TEAM,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PER,SEASON,Playoff,Quarter,Semi,Final,Champion,SCORE,W,L,WIN%,GB,CONF,DIV,HOME,ROAD,OT,STREAK,LAST 10,TEAM_ID,ELO
Dallas Mavericks,2846,6146,415.0,1108.0,1739,2210,973.0,2300.0,3273.0,1438,563.0,450.0,994.0,1708,7846,15.56,2005-06,1,1,1,1,1,16.0,60,22,0.732,3   ,37-15,13-3 ,34-7 ,26-15,5-2 ,,,1610612742,1676.1142642258592
Denver Nuggets,3001,6468,328.0,1002.0,1693,2267,894.0,2440.0,3334.0,1852,680.0,459.0,1141.0,1810,8023,16.39,2005-06,1,0,0,0,0,3.0,44,38,0.537,19  ,25-27,10-6 ,26-15,18-23,4-4 ,,,1610612743,1476.0188841203085
Detroit Pistons,2810,6149,523.0,1350.0,1369,1852,904.0,2202.0,3106.0,1849,540.0,455.0,803.0,1364,7512,15.95,2005-06,1,1,1,0,0,3.0,64,18,0.78,--  ,39-13,13-3 ,37-4 ,27-14,2-2 ,,,1610612765,1630.2906781968345
Golden State Warriors,2847,6569,623.0,1815.0,1550,2156,938.0,2404.0,3342.0,1630,578.0,347.0,1073.0,1855,7867,15.45,2005-06,0,0,0,0,0,,34,48,0.415,29  ,19-33,4-12 ,21-20,13-28,1-5 ,,,1610612744,1412.3449184732
Houston Rockets,2571,5910,441.0,1329.0,1434,1892,794.0,2424.0,3218.0,1469,536.0,310.0,1033.0,1718,7017,14.4,2005-06,0,0,0,0,0,,34,48,0.415,29  ,19-33,1-15 ,15-26,19-22,2-2 ,,,1610612745,1444.6558000128252
Indiana Pacers,2772,6222,529.0,1513.0,1569,2131,898.0,2537.0,3435.0,1617,587.0,406.0,1193.0,1799,7642,16.01,2005-06,1,0,0,0,0,6.0,41,41,0.5,23  ,24-28,6-10 ,27-14,14-27,0-2 ,,,1610612754,1458.6984478721072
Los Angeles Clippers,2865,6126,277.0,784.0,1625,2043,777.0,2539.0,3316.0,1629,509.0,470.0,1062.0,1703,7632,15.78,2005-06,1,1,0,0,0,12.0,47,35,0.573,16  ,27-25,7-9  ,27-14,20-21,3-2 ,,,1610612746,1582.5607686624053
Los Angeles Lakers,2879,6300,543.0,1533.0,1554,2063,899.0,2335.0,3234.0,1675,597.0,313.0,1036.0,1745,7855,15.33,2005-06,1,0,0,0,0,7.0,45,37,0.549,18  ,27-25,9-7  ,27-14,18-23,3-4 ,,,1610612747,1575.006581472946
Memphis Grizzlies,2664,5937,572.0,1537.0,1444,2025,797.0,2306.0,3103.0,1542,568.0,439.0,1019.0,1653,7344,13.84,2005-06,1,0,0,0,0,5.0,49,33,0.598,14  ,31-21,6-10 ,30-11,19-22,2-3 ,,,1610612763,1554.5074488628866
Miami Heat,2848,5868,466.0,1342.0,1495,2162,777.0,2451.0,3228.0,1588,481.0,426.0,1049.0,1657,7657,16.23,2005-06,1,1,1,1,0,8.0,52,30,0.634,12  ,35-17,13-3 ,31-10,21-20,3-0 ,,,1610612748,1713.2717320432894
Milwaukee Bucks,2951,6507,506.0,1328.0,1547,2095,914.0,2409.0,3323.0,1738,590.0,267.0,1131.0,1857,7955,15.93,2005-06,1,0,0,0,0,8.0,40,42,0.481,24  ,29-23,6-10 ,24-16,15-26,4-1 ,,,1610612749,1445.7663388739638
Minnesota Timberwolves,2809,6157,289.0,876.0,1404,1831,784.0,2357.0,3141.0,1682,543.0,469.0,1098.0,1815,7311,13.49,2005-06,0,0,0,0,0,,33,49,0.402,30  ,20-32,6-10 ,24-17,9-32 ,1-5 ,,,1610612750,1380.0872530745617
New Orleans Pelicans,2636,5920,262.0,770.0,1544,2012,815.0,2123.0,2938.0,1442,560.0,276.0,922.0,1549,7078,14.21,2005-06,0,0,0,0,0,,38,44,0.463,25  ,25-27,7-9  ,24-17,14-27,2-2 ,,,1610612740,1437.1033054511902
New York Knicks,2742,6017,318.0,876.0,1845,2535,985.0,2267.0,3252.0,1436,545.0,248.0,1332.0,2030,7647,13.62,2005-06,0,0,0,0,0,,23,59,0.28,41  ,15-37,4-12 ,15-26,8-33 ,4-3 ,,,1610612752,1327.333738758005
Oklahoma City Thunder,2970,6461,599.0,1606.0,1566,1983,948.0,2117.0,3065.0,1627,605.0,297.0,1076.0,1762,8105,15.16,2005-06,0,0,0,0,0,,35,47,0.427,28  ,20-32,10-6 ,22-19,13-28,3-2 ,,,1610612760,1505.48587167091
Orlando Magic,2712,5697,274.0,735.0,1550,2122,761.0,2140.0,2901.0,1418,475.0,324.0,1091.0,1638,7248,14.98,2005-06,0,0,0,0,0,,36,46,0.439,28  ,24-28,9-7  ,26-15,10-31,3-5 ,,,1610612753,1515.3913877969164
Philadelphia 76ers,2827,6158,362.0,998.0,1691,2207,743.0,2208.0,2951.0,1594,611.0,378.0,1030.0,1499,7707,14.85,2005-06,0,0,0,0,0,,38,44,0.463,26  ,22-30,10-6 ,23-18,15-26,4-3 ,,,1610612755,1444.6850527077656
Phoenix Suns,3264,6748,816.0,2010.0,1137,1404,713.0,2467.0,3180.0,2117,522.0,383.0,968.0,1504,8481,19.04,2005-06,1,1,1,0,0,6.0,54,28,0.659,9   ,32-20,10-6 ,31-10,23-18,1-4 ,,,1610612756,1615.106289955655
Portland Trail Blazers,2681,5992,325.0,929.0,1307,1889,855.0,2099.0,2954.0,1438,502.0,414.0,1073.0,1701,6994,12.9,2005-06,0,0,0,0,0,,21,61,0.256,42  ,10-42,3-13 ,15-26,6-35 ,1-1 ,,,1610612757,1244.9515541653263
Sacramento Kings,2842,6254,486.0,1378.0,1640,2081,790.0,2331.0,3121.0,1776,583.0,271.0,1086.0,1541,7810,15.62,2005-06,1,0,0,0,0,8.0,44,38,0.537,19  ,30-22,10-6 ,27-14,17-24,3-3 ,,,1610612758,1609.5446734730838
San Antonio Spurs,2896,6145,522.0,1354.0,1298,1842,778.0,2432.0,3210.0,1680,524.0,449.0,1044.0,1582,7612,16.14,2005-06,1,1,0,0,0,2.0,63,19,0.768,--  ,42-10,13-3 ,34-7 ,29-12,3-2 ,,,1610612759,1698.4881601266648
Toronto Raptors,2863,6258,585.0,1546.0,1582,1976,780.0,2119.0,2899.0,1459,479.0,243.0,950.0,1753,7893,13.86,2005-06,0,0,0,0,0,,27,55,0.329,37  ,20-32,6-10 ,15-26,12-29,1-9 ,,,1610612761,1337.9365765571058
Utah Jazz,2666,6000,303.0,889.0,1741,2418,1026.0,2323.0,3349.0,1731,505.0,482.0,1175.0,1946,7376,13.96,2005-06,0,0,0,0,0,,41,41,0.5,22  ,26-26,11-5 ,22-19,19-22,5-3 ,,,1610612762,1533.3987840885218
Washington Wizards,2847,6325,476.0,1325.0,1834,2416,975.0,2225.0,3200.0,1443,601.0,317.0,1035.0,1687,8004,14.63,2005-06,1,0,0,0,0,5.0,42,40,0.512,22  ,29-23,8-8  ,27-14,15-26,3-2 ,,,1610612764,1508.065739181521
Atlanta Hawks,2811,6353,287.0,917.0,1353,1898,1018.0,2204.0,3222.0,1532,574.0,317.0,1188.0,1819,7262,13.31,2004-05,0,0,0,0,0,,13,69,0.159,46  ,8-44 ,2-14 ,9-32 ,4-37 ,2-5 ,,,1610612737,1183.572377605654
Boston Celtics,3020,6445,437.0,1249.0,1760,2302,886.0,2402.0,3288.0,1788,655.0,418.0,1245.0,1965,8237,15.95,2004-05,1,0,0,0,0,3.0,45,37,0.549,14  ,30-22,8-8  ,27-14,18-23,4-2 ,,,1610612738,1535.7512935394047
Brooklyn Nets,2560,5953,414.0,1133.0,1470,1908,786.0,2183.0,2969.0,1709,608.0,255.0,1017.0,1839,7004,13.07,2004-05,0,0,0,0,0,8.0,42,40,0.512,17  ,31-21,11-5 ,24-17,18-23,4-4 ,,,1610612751,1554.1593528982255
Charlotte Hornets,2674,6181,282.0,774.0,1329,1867,977.0,2068.0,3045.0,1667,618.0,390.0,1017.0,1635,6959,13.54,2004-05,0,0,0,0,0,,18,64,0.22,41  ,11-41,7-9  ,14-27,4-37 ,3-3 ,,,1610612766,1284.3266396990502
Chicago Bulls,2751,6323,488.0,1363.0,1515,2016,973.0,2525.0,3498.0,1655,555.0,358.0,1262.0,1929,7505,15.0,2004-05,1,0,0,0,0,4.0,47,35,0.573,12  ,32-20,8-8  ,27-14,20-21,3-2 ,,,1610612741,1519.2227841266936
Cleveland Cavaliers,2915,6439,289.0,858.0,1597,2120,1063.0,2263.0,3326.0,1792,631.0,426.0,1028.0,1728,7716,14.79,2004-05,0,0,0,0,0,,42,40,0.512,17  ,26-26,7-9  ,29-12,13-28,3-3 ,,,1610612739,1467.0460453844578
Dallas Mavericks,3017,6590,462.0,1269.0,1806,2289,971.0,2480.0,3451.0,1605,697.0,440.0,1036.0,1754,8302,17.01,2004-05,1,1,0,0,0,8.0,58,24,0.707,4   ,35-17,11-5 ,29-12,29-12,2-0 ,,,1610612742,1688.6129313282945
Denver Nuggets,2928,6361,282.0,852.0,1751,2289,948.0,2387.0,3335.0,1919,727.0,475.0,1156.0,1823,7889,16.63,2004-05,1,0,0,0,0,7.0,49,33,0.598,13  ,28-24,9-7  ,31-10,18-23,3-0 ,,,1610612743,1620.6752499890654
Detroit Pistons,2634,5846,348.0,985.0,1436,1920,951.0,2259.0,3210.0,1677,523.0,450.0,954.0,1387,7052,15.49,2004-05,1,1,1,1,0,8.0,54,28,0.659,5   ,35-17,8-8  ,32-9 ,22-19,7-1 ,,,1610612765,1705.263469277968
Golden State Warriors,2842,6637,598.0,1694.0,1320,1815,966.0,2255.0,3221.0,1737,614.0,384.0,1001.0,1640,7602,14.89,2004-05,0,0,0,0,0,,34,48,0.415,28  ,20-32,6-10 ,20-21,14-27,2-4 ,,,1610612744,1559.013072925273
Houston Rockets,2714,6010,499.0,1353.0,1494,1915,848.0,2443.0,3291.0,1532,518.0,376.0,983.0,1632,7421,14.56,2004-05,1,0,0,0,0,5.0,51,31,0.622,11  ,33-19,10-6 ,26-15,25-16,0-0 ,,,1610612745,1665.6471500068792
Indiana Pacers,2541,5874,533.0,1545.0,1681,2114,826.0,2322.0,3148.0,1438,589.0,339.0,1044.0,1771,7296,14.61,2004-05,1,1,0,0,0,12.0,44,38,0.537,15  ,29-23,9-7  ,25-16,19-22,5-3 ,,,1610612754,1562.3646653631602
Los Angeles Clippers,2825,6086,207.0,579.0,1740,2225,962.0,2376.0,3338.0,1795,571.0,414.0,1169.0,1732,7597,15.08,2004-05,0,0,0,0,0,,37,45,0.451,25  ,20-32,6-10 ,27-14,10-31,1-0 ,,,1610612746,1454.592806464705
Los Angeles Lakers,2735,6196,603.0,1679.0,1595,2056,950.0,2350.0,3300.0,1572,473.0,336.0,1070.0,1624,7668,15.14,2004-05,0,0,0,0,0,,34,48,0.415,28  ,21-31,6-10 ,22-19,12-29,1-3 ,,,1610612747,1354.057088441888
Memphis Grizzlies,2698,6038,528.0,1473.0,1477,1945,815.0,2222.0,3037.0,1672,673.0,458.0,1097.0,1804,7401,14.83,2004-05,1,0,0,0,0,8.0,45,37,0.549,17  ,27-25,7-9  ,26-15,19-22,0-1 ,,,1610612763,1509.234907271348
Miami Heat,2971,6084,462.0,1217.0,1600,2377,830.0,2510.0,3340.0,1742,502.0,428.0,1050.0,1722,8004,16.43,2004-05,1,1,1,0,0,3.0,59,23,0.72,--  ,41-11,15-1 ,35-6 ,24-17,4-6 ,,,1610612748,1692.972224468262
Milwaukee Bucks,2833,6257,288.0,837.0,1634,2111,927.0,2259.0,3186.0,1595,484.0,266.0,1041.0,1648,7588,14.91,2004-05,0,0,0,0,0,,30,52,0.366,29  ,24-28,8-8  ,23-18,7-34 ,1-2 ,,,1610612749,1338.7853266151385
Minnesota Timberwolves,3006,6554,394.0,1143.0,1428,1786,898.0,2500.0,3398.0,1911,452.0,433.0,1014.0,1681,7834,15.33,2004-05,0,0,0,0,0,,44,38,0.537,18  ,30-22,10-6 ,24-17,20-21,1-2 ,,,1610612750,1571.289166769597
New Orleans Pelicans,2524,5983,378.0,1164.0,1335,1732,944.0,2111.0,3055.0,1520,489.0,294.0,1049.0,1708,6761,12.49,2004-05,0,0,0,0,0,,18,64,0.22,44  ,10-42,2-14 ,11-30,7-34 ,2-6 ,,,1610612740,1302.6709033227648
New York Knicks,2814,6201,437.0,1205.0,1513,1950,897.0,2230.0,3127.0,1570,581.0,242.0,1037.0,1757,7578,14.36,2004-05,0,0,0,0,0,,33,49,0.402,26  ,21-31,6-10 ,22-19,11-30,5-3 ,,,1610612752,1402.4711554001203
Oklahoma City Thunder,2827,6385,666.0,1821.0,1648,2087,1008.0,2254.0,3262.0,1469,543.0,328.0,1019.0,1872,7968,14.83,2004-05,0,0,0,0,0,6.0,52,30,0.634,10  ,31-21,11-5 ,26-15,26-15,2-1 ,,,1610612760,1573.7311122770843
Orlando Magic,2909,6406,315.0,896.0,1714,2231,939.0,2388.0,3327.0,1537,608.0,416.0,1219.0,1759,7847,14.95,2004-05,0,0,0,0,0,,36,46,0.439,23  ,21-31,6-10 ,24-17,12-29,0-1 ,,,1610612753,1363.4668994664137
Philadelphia 76ers,2802,6365,463.0,1319.0,1677,2111,820.0,2347.0,3167.0,1643,713.0,302.0,1183.0,1715,7744,15.21,2004-05,1,0,0,0,0,7.0,43,39,0.524,16  ,33-19,8-8  ,25-16,18-23,4-3 ,,,1610612755,1534.956778329476
Phoenix Suns,3239,6736,767.0,1953.0,1499,1991,892.0,2464.0,3356.0,1868,546.0,420.0,1026.0,1377,8744,18.6,2004-05,1,1,1,0,0,3.0,62,20,0.756,--  ,38-14,12-4 ,31-10,31-10,1-3 ,,,1610612756,1703.4110566604277
Portland Trail Blazers,2817,6237,389.0,1081.0,1376,1896,930.0,2327.0,3257.0,1684,562.0,531.0,1206.0,1631,7399,14.76,2004-05,0,0,0,0,0,,27,55,0.329,35  ,13-39,4-12 ,18-23,9-32 ,0-3 ,,,1610612757,1337.7345437774927
Sacramento Kings,3065,6664,516.0,1369.0,1474,1864,951.0,2359.0,3310.0,1942,644.0,310.0,978.0,1561,8120,17.11,2004-05,1,0,0,0,0,6.0,50,32,0.61,12  ,28-24,10-6 ,30-11,20-21,5-2 ,,,1610612758,1523.7992972360855
San Antonio Spurs,2767,6050,499.0,1361.0,1441,1987,880.0,2330.0,3210.0,1710,583.0,492.0,1003.0,1569,7474,15.9,2004-05,1,1,1,1,1,8.0,59,23,0.72,3   ,36-16,10-6 ,38-3 ,21-20,3-0 ,,,1610612759,1738.2834210416677
Toronto Raptors,2901,6529,648.0,1676.0,1593,2052,808.0,2364.0,3172.0,1644,600.0,306.0,1007.0,1772,8043,15.31,2004-05,0,0,0,0,0,,33,49,0.402,26  ,20-32,7-9  ,22-19,11-30,1-4 ,,,1610612761,1394.907042155544
Utah Jazz,2757,6147,245.0,753.0,1688,2228,1012.0,2173.0,3185.0,1762,522.0,365.0,1178.0,2074,7447,13.3,2004-05,0,0,0,0,0,,26,56,0.317,36  ,20-32,6-10 ,18-23,8-33 ,1-3 ,,,1610612762,1356.7370562689991
Washington Wizards,2871,6563,502.0,1459.0,1772,2437,1090.0,2291.0,3381.0,1508,696.0,328.0,1081.0,1717,8016,14.67,2004-05,1,1,0,0,0,10.0,45,37,0.549,14  ,28-24,10-6 ,29-12,16-25,3-1 ,,,1610612764,1501.2441818888592
Atlanta Hawks,2646,6092,407.0,1212.0,1441,1839,864.0,2259.0,3123.0,1596,588.0,349.0,1184.0,1621,7140,14.42,2003-04,0,0,0,0,0,,28,54,0.341,33  ,28-54,28-54,18-23,10-31,0-6 ,,,1610612737,1397.0978637481471
Boston Celtics,2587,5840,519.0,1479.0,1489,1957,682.0,2133.0,2815.0,1577,711.0,282.0,1194.0,1588,7182,15.09,2003-04,1,0,0,0,0,8.0,36,46,0.439,25  ,36-46,36-46,19-22,17-24,0-1 ,,,1610612738,1410.399232694027
Brooklyn Nets,2611,5845,345.0,1025.0,1311,1732,808.0,2342.0,3150.0,1870,656.0,309.0,1054.0,1516,6878,15.66,2003-04,0,0,0,0,0,4.0,47,35,0.573,14  ,47-35,47-35,28-13,19-22,1-0 ,,,1610612751,1560.9178509236367
Chicago Bulls,2522,6073,356.0,1058.0,1231,1699,959.0,2295.0,3254.0,1570,586.0,345.0,1095.0,1663,6631,13.89,2003-04,0,0,0,0,0,,23,59,0.28,38  ,23-59,23-59,14-27,9-32 ,3-3 ,,,1610612741,1303.394466362883
Cleveland Cavaliers,2686,6159,207.0,672.0,1431,1898,1006.0,2398.0,3404.0,1709,536.0,498.0,1071.0,1536,7010,14.79,2003-04,0,0,0,0,0,,35,47,0.427,26  ,35-47,35-47,23-18,12-29,3-3 ,,,1610612739,1482.5440421834007
Dallas Mavericks,3285,7144,507.0,1455.0,1468,1840,1159.0,2492.0,3651.0,1952,651.0,427.0,954.0,1558,8545,18.45,2003-04,1,0,0,0,0,5.0,52,30,0.634,6   ,52-30,52-30,36-5 ,16-25,2-2 ,,,1610612742,1565.4299913877746
Denver Nuggets,2884,6451,326.0,970.0,1605,2095,986.0,2240.0,3226.0,1748,711.0,490.0,1158.0,1634,7699,16.26,2003-04,1,0,0,0,0,8.0,43,39,0.524,15  ,43-39,43-39,29-12,14-27,1-1 ,,,1610612743,1520.528618392529
Detroit Pistons,2656,6070,331.0,956.0,1491,1969,919.0,2349.0,3268.0,1660,625.0,535.0,1109.0,1482,7134,15.22,2003-04,1,1,1,1,1,12.0,54,28,0.659,7   ,54-28,54-28,31-10,23-18,3-1 ,,,1610612765,1734.9731884501955
Golden State Warriors,2851,6449,428.0,1274.0,1455,2006,993.0,2511.0,3504.0,1664,574.0,385.0,1138.0,1668,7585,15.83,2003-04,0,0,0,0,0,,37,45,0.451,21  ,37-45,37-45,27-14,10-31,2-4 ,,,1610612744,1517.4387496353468
Houston Rockets,2668,6009,500.0,1371.0,1327,1710,823.0,2556.0,3379.0,1493,530.0,436.0,1239.0,1676,7163,14.0,2003-04,1,0,0,0,0,7.0,45,37,0.549,13  ,45-37,45-37,27-14,18-23,5-2 ,,,1610612745,1502.0903993264264
Indiana Pacers,2676,6146,434.0,1241.0,1492,1953,949.0,2400.0,3349.0,1745,713.0,397.0,1059.0,1663,7278,15.35,2003-04,1,1,1,0,0,3.0,61,21,0.744,--  ,61-21,61-21,34-7 ,27-14,3-2 ,,,1610612754,1653.39216996984
Los Angeles Clippers,2793,6492,324.0,993.0,1783,2275,1137.0,2374.0,3511.0,1624,585.0,375.0,1260.0,1785,7693,14.11,2003-04,0,0,0,0,0,,28,54,0.341,30  ,28-54,28-54,18-23,10-31,2-3 ,,,1610612746,1308.6310283774246
Los Angeles Lakers,2936,6473,362.0,1102.0,1590,2296,946.0,2423.0,3369.0,1906,660.0,358.0,1052.0,1639,7824,15.96,2003-04,1,1,1,1,0,8.0,56,26,0.683,2   ,56-26,56-26,34-7 ,22-19,5-0 ,,,1610612747,1697.1775222483543
Memphis Grizzlies,2894,6432,429.0,1250.0,1537,2113,1020.0,2319.0,3339.0,1868,778.0,552.0,1130.0,1842,7754,16.6,2003-04,1,0,0,0,0,6.0,50,32,0.61,8   ,50-32,50-32,31-10,19-22,5-0 ,,,1610612763,1551.300329136632
Miami Heat,2596,6080,475.0,1325.0,1387,1815,875.0,2319.0,3194.0,1527,569.0,289.0,1017.0,1669,7054,14.3,2003-04,1,1,0,0,0,8.0,42,40,0.512,19  ,42-40,42-40,29-12,13-28,2-1 ,,,1610612748,1569.0564595342285
Milwaukee Bucks,2885,6463,398.0,1138.0,1647,2124,935.0,2415.0,3350.0,1767,519.0,371.0,1030.0,1580,7815,17.02,2003-04,1,0,0,0,0,6.0,41,41,0.5,20  ,41-41,41-41,27-14,14-27,1-3 ,,,1610612749,1438.8097982030129
Minnesota Timberwolves,2968,6374,315.0,850.0,1317,1686,864.0,2599.0,3463.0,1793,538.0,454.0,960.0,1648,7568,15.47,2003-04,1,1,1,0,0,3.0,58,24,0.707,--  ,58-24,58-24,31-10,27-14,2-1 ,,,1610612750,1682.1913119723404
New Orleans Pelicans,2698,6387,522.0,1625.0,1421,1894,1079.0,2348.0,3427.0,1636,681.0,340.0,1101.0,1638,7339,15.37,2003-04,0,0,0,0,0,5.0,41,41,0.5,20  ,41-41,41-41,25-16,16-25,3-3 ,,,1610612740,1470.865178507524
New York Knicks,2599,5862,380.0,1041.0,1195,1492,788.0,2235.0,3023.0,1551,526.0,347.0,1110.0,1642,6773,14.65,2003-04,1,0,0,0,0,7.0,39,43,0.476,22  ,39-43,39-43,23-18,16-25,2-5 ,,,1610612752,1439.1343692684857
Oklahoma City Thunder,2875,6449,689.0,1844.0,1340,1756,894.0,2273.0,3167.0,1758,645.0,383.0,1121.0,1733,7779,15.24,2003-04,0,0,0,0,0,,37,45,0.451,21  ,37-45,37-45,21-20,16-25,1-4 ,,,1610612760,1465.892605769253
Orlando Magic,2770,6389,423.0,1213.0,1387,1875,918.0,2180.0,3098.0,1496,504.0,287.0,995.0,1578,7350,13.95,2003-04,0,0,0,0,0,,21,61,0.256,40  ,21-61,21-61,11-30,10-31,3-3 ,,,1610612753,1302.6996096743785
Philadelphia 76ers,2631,6165,339.0,992.0,1445,1913,892.0,2311.0,3203.0,1627,646.0,350.0,1180.0,1627,7046,13.29,2003-04,0,0,0,0,0,,33,49,0.402,28  ,33-49,33-49,21-20,12-29,2-3 ,,,1610612755,1390.0661174783231
Phoenix Suns,2777,6265,413.0,1195.0,1331,1785,858.0,2203.0,3061.0,1532,685.0,351.0,1133.0,1667,7298,13.86,2003-04,0,0,0,0,0,,29,53,0.354,29  ,29-53,29-53,18-23,11-30,2-0 ,,,1610612756,1444.133153904142
Portland Trail Blazers,2729,6026,364.0,1049.0,1189,1624,952.0,2226.0,3178.0,1645,553.0,423.0,1041.0,1390,7011,14.9,2003-04,0,0,0,0,0,,41,41,0.5,17  ,41-41,41-41,25-16,16-25,6-5 ,,,1610612757,1530.45398262809
Sacramento Kings,3026,6496,601.0,1491.0,1600,1994,836.0,2424.0,3260.0,2115,688.0,304.0,1088.0,1515,8253,17.77,2003-04,1,1,0,0,0,8.0,55,27,0.671,3   ,55-27,55-27,34-7 ,21-20,1-3 ,,,1610612758,1619.298930082392
San Antonio Spurs,2706,6081,379.0,1050.0,1374,2013,986.0,2548.0,3534.0,1602,615.0,525.0,1074.0,1557,7165,15.66,2003-04,1,1,0,0,0,6.0,57,25,0.695,1   ,57-25,57-25,33-8 ,24-17,1-1 ,,,1610612759,1715.0066359452444
Toronto Raptors,2397,5717,444.0,1233.0,1103,1436,648.0,2002.0,2650.0,1409,496.0,348.0,937.0,1421,6341,11.5,2003-04,0,0,0,0,0,,33,49,0.402,28  ,33-49,33-49,18-23,15-26,6-5 ,,,1610612761,1381.2536593406337
Utah Jazz,2581,5946,252.0,785.0,1574,2108,1032.0,2128.0,3160.0,1627,567.0,462.0,1198.0,1942,6988,12.61,2003-04,0,0,0,0,0,,42,40,0.512,16  ,42-40,42-40,28-13,14-27,2-2 ,,,1610612762,1518.5984020409423
Washington Wizards,2722,6473,425.0,1250.0,1565,2194,1098.0,2358.0,3456.0,1517,725.0,398.0,1358.0,1675,7434,14.7,2003-04,0,0,0,0,0,,25,57,0.305,36  ,25-57,25-57,17-24,8-33 ,2-4 ,,,1610612764,1327.2243328143911
