NAME,TEAM,SALARY,YEAR,POS
Michael Beasley,Brooklyn Nets,3500000,2020, F
T.J. McConnell,Indiana Pacers,3500000,2020, PG
DeMarcus Cousins,Denver Nuggets,3500000,2020, C
Boban Marjanovic,Dallas Mavericks,3500000,2020, C
Dario Saric,Phoenix Suns,3481986,2020, PF
Taurean Prince,Brooklyn Nets,3481986,2020, PF
Romeo Langford,Boston Celtics,3458400,2020, SG
Bam Adebayo,Miami Heat,3454080,2020, C
Michael Porter Jr.,Denver Nuggets,3389400,2020, SF
Denzel Valentine,Chicago Bulls,3377569,2020, SG
Juancho Hernangomez,Minnesota Timberwolves,3321030,2020, F
Sekou Doumbouya,Detroit Pistons,3285120,2020, SF
Justin Jackson,Dallas Mavericks,3280920,2020, F
Troy Brown Jr.,Washington Wizards,3219480,2020, SF
Yogi Ferrell,Sacramento Kings,3150000,2020, PG
Zhaire Smith,Philadelphia 76ers,3058800,2020, G
Khem Birch,Orlando Magic,3000000,2020, C
Quinn Cook,Los Angeles Lakers,3000000,2020, PG
Ryan Arcidiacono,Chicago Bulls,3000000,2020, G
Nickeil Alexander-Walker,New Orleans Pelicans,2964840,2020, SG
D.J. Wilson,Milwaukee Bucks,2961120,2020, F
Cedi Osman,Cleveland Cavaliers,2907143,2020, SF
Donte DiVincenzo,Milwaukee Bucks,2905800,2020, SG
Bryn Forbes,San Antonio Spurs,2875000,2020, SG
Goga Bitadze,Indiana Pacers,2816760,2020, C
T.J. Leaf,Indiana Pacers,2813280,2020, PF
Alex Caruso,Los Angeles Lakers,2750000,2020, SG
Malik Beasley,Minnesota Timberwolves,2731714,2020, SG
Lonnie Walker IV,San Antonio Spurs,2689920,2020, SG
Luka Samanic,San Antonio Spurs,2689920,2020, PF
John Collins,Atlanta Hawks,2686560,2020, PF
Kevin Huerter,Atlanta Hawks,2636280,2020, SG
Caris LeVert,Brooklyn Nets,2625718,2020, SG
Marko Guduric,Memphis Grizzlies,2625000,2020, G
DeAndre' Bembry,Atlanta Hawks,2603982,2020, SG
Matisse Thybulle,Philadelphia 76ers,2582160,2020, SG
Harry Giles III,Sacramento Kings,2578800,2020, PF
Wesley Matthews,Milwaukee Bucks,2564753,2020, SG
Rajon Rondo,Los Angeles Lakers,2564753,2020, PG
Nene Hilario,Atlanta Hawks,2564753,2020, C
Josh Okogie,Minnesota Timberwolves,2530680,2020, SF
Vincent Poirier,Boston Celtics,2505793,2020, C
Manu Ginobili,San Antonio Spurs,2500000,2020, G
Rondae Hollis-Jefferson,Toronto Raptors,2500000,2020, SF
Brandon Clarke,Memphis Grizzlies,2478840,2020, PF
Terrance Ferguson,Oklahoma City Thunder,2475840,2020, SF
Emeka Okafor,Philadelphia 76ers,2445085,2020, C
Kendrick Perkins,Cleveland Cavaliers,2445085,2020, C
Grayson Allen,Memphis Grizzlies,2429400,2020, SG
Grant Williams,Boston Celtics,2379840,2020, PF
Jarrett Allen,Brooklyn Nets,2376840,2020, C
Pascal Siakam,Toronto Raptors,2351839,2020, PF
Skal Labissiere,Portland Trail Blazers,2338847,2020, F
Chandler Hutchison,Chicago Bulls,2332320,2020, SF
Aaron Holiday,Indiana Pacers,2329200,2020, PG
Dejounte Murray,San Antonio Spurs,2321735,2020, PG
Damian Jones,Atlanta Hawks,2305057,2020, C
Darius Bazley,Oklahoma City Thunder,2284800,2020, PF
OG Anunoby,Toronto Raptors,2281800,2020, SF
Ante Zizic,Cleveland Cavaliers,2281800,2020, C
Luke Kornet,Chicago Bulls,2250000,2020, F
Brandon Jennings,Milwaukee Bucks,2222803,2020, G
Ty Jerome,Phoenix Suns,2193480,2020, SG
Willie Cauley-Stein,Dallas Mavericks,2177483,2020, C
Anfernee Simons,Portland Trail Blazers,2149560,2020, SG
Austin Rivers,Houston Rockets,2147317,2020, SG
Nassir Little,Portland Trail Blazers,2105520,2020, SF
Moritz Wagner,Washington Wizards,2063520,2020, C
Sean Kilpatrick,Chicago Bulls,2054856,2020, G
Dylan Windler,Cleveland Cavaliers,2035800,2020, SG
Caleb Swanigan,Portland Trail Blazers,2033160,2020, F
Mike Muscala,Oklahoma City Thunder,2028594,2020, C
Ben McLemore,Houston Rockets,2028594,2020, SG
Torrey Craig,Denver Nuggets,2000000,2020, SF
Edmond Sumner,Indiana Pacers,2000000,2020, PG
Noah Vonleh,Denver Nuggets,2000000,2020, F
Landry Shamet,Los Angeles Clippers,1995120,2020, SG
Mfiondu Kabengele,Los Angeles Clippers,1977000,2020, C
Kyle Kuzma,Los Angeles Lakers,1974600,2020, SF
Jordan Poole,Golden State Warriors,1964760,2020, SG
Tony Bradley,Utah Jazz,1962360,2020, C
Keldon Johnson,San Antonio Spurs,1950600,2020, SF
Derrick White,San Antonio Spurs,1948080,2020, PG
Robert Williams III,Boston Celtics,1937520,2020, C
Jacob Evans,Minnesota Timberwolves,1925880,2020, G
Dzanan Musa,Brooklyn Nets,1911600,2020, F
Omari Spellman,Golden State Warriors,1897800,2020, F
James Ennis III,Orlando Magic,1882867,2020, F
Shabazz Napier,Washington Wizards,1845301,2020, G
Bruno Caboclo,Houston Rockets,1845301,2020, F
DeAndre Liggins,Miami Heat,1795015,2020, G
Markieff Morris,Los Angeles Lakers,1750000,2020, PF
Mario Hezonja,Portland Trail Blazers,1737145,2020, F
Cameron Payne,Phoenix Suns,1737145,2020, PG
Pat Connaughton,Milwaukee Bucks,1723050,2020, SG
Jahlil Okafor,New Orleans Pelicans,1702486,2020, C
Rodions Kurucs,Brooklyn Nets,1699236,2020, SF
Jonah Bolden,Phoenix Suns,1698450,2020, PF
Dragan Bender,Golden State Warriors,1678854,2020, F
Cheick Diallo,Phoenix Suns,1678854,2020, F
Willy Hernangomez,Charlotte Hornets,1676735,2020, C
Julyan Stone,Chicago Bulls,1656092,2020, G
MarShon Brooks,Chicago Bulls,1656092,2020, G
Josh Hart,New Orleans Pelicans,1655160,2020, SG
Georges Niang,Utah Jazz,1645357,2020, SF
Treveon Graham,Atlanta Hawks,1645357,2020, F
Christian Wood,Detroit Pistons,1645357,2020, C
Jordan McRae,Detroit Pistons,1645357,2020, G
Derrick Jones Jr.,Miami Heat,1645357,2020, SF
Shaquille Harrison,Chicago Bulls,1620564,2020, G
Isaiah Taylor,Toronto Raptors,1620564,2020, G
Raul Neto,Philadelphia 76ers,1620564,2020, PG
Tyler Lydon,Sacramento Kings,1620564,2020, F
Emmanuel Mudiay,Utah Jazz,1620564,2020, G
Glenn Robinson III,Philadelphia 76ers,1620564,2020, F
Patrick Patterson,Los Angeles Clippers,1620564,2020, PF
Furkan Korkmaz,Philadelphia 76ers,1620564,2020, SG
Kyle O'Quinn,Philadelphia 76ers,1620564,2020, C
Michael Carter-Williams,Orlando Magic,1620564,2020, PG
Tim Frazier,Detroit Pistons,1620564,2020, PG
Nerlens Noel,Oklahoma City Thunder,1620564,2020, C
Alec Burks,Philadelphia 76ers,1620564,2020, SG
Wilson Chandler,Brooklyn Nets,1620564,2020, F
Kyle Korver,Milwaukee Bucks,1620564,2020, G
Udonis Haslem,Miami Heat,1620564,2020, PF
Jared Dudley,Los Angeles Lakers,1620564,2020, SF
Dwight Howard,Los Angeles Lakers,1620564,2020, C
JaKarr Sampson,Indiana Pacers,1620564,2020, SF
Justin Patton,Oklahoma City Thunder,1620564,2020, C
Ryan Anderson,Houston Rockets,1620564,2020, PF
Thabo Sefolosha,Houston Rockets,1620564,2020, F
Gerald Green,Houston Rockets,1620564,2020, G
Tyson Chandler,Houston Rockets,1620564,2020, C
Trey Burke,Dallas Mavericks,1620564,2020, PG
Isaiah Thomas,Washington Wizards,1620564,2020, G
J.J. Barea,Dallas Mavericks,1620564,2020, G
Jarell Martin,Cleveland Cavaliers,1620564,2020, F
Jordan Bell,Memphis Grizzlies,1620564,2020, F
Joe Johnson,Boston Celtics,1620564,2020, G
Vince Carter,Atlanta Hawks,1620564,2020, G
Dillon Brooks,Memphis Grizzlies,1618520,2020, SF
Royce O'Neale,Utah Jazz,1618520,2020, PF
Abdel Nader,Oklahoma City Thunder,1618520,2020, SF
Dwayne Bacon,Charlotte Hornets,1618520,2020, SG
Damyean Dotson,New York Knicks,1618520,2020, SG
Semi Ojeleye,Boston Celtics,1618520,2020, PF
Frank Jackson,New Orleans Pelicans,1618520,2020, PG
Sterling Brown,Milwaukee Bucks,1618520,2020, SF
Wes Iwundu,Orlando Magic,1618420,2020, SF
Dwight Buycks,Detroit Pistons,1600520,2020, G
Mitchell Robinson,New York Knicks,1599712,2020, C
Chris Boucher,Toronto Raptors,1588231,2020, PF
Malcolm Miller,Toronto Raptors,1588231,2020, F
Monte Morris,Denver Nuggets,1588231,2020, PG
Antonio Blakeney,Chicago Bulls,1588231,2020, G
Tyrone Wallace,Atlanta Hawks,1588231,2020, SG
Malachi Richardson,Philadelphia 76ers,1569360,2020, G
Georgios Papagiannis,Portland Trail Blazers,1544951,2020, C
Chinanu Onuaku,Portland Trail Blazers,1544951,2020, C
Wade Baldwin IV,Indiana Pacers,1544951,2020, G
Isaiah Whitehead,Detroit Pistons,1544951,2020, G
Paul Zipser,Chicago Bulls,1544951,2020, F
Amile Jefferson,Orlando Magic,1529007,2020, F
Omri Casspi,Memphis Grizzlies,1512601,2020, F
Lorenzo Brown,Guangzhou Guangzhou Long-Lions,1512601,2020, G
Isaiah Canaan,Milwaukee Bucks,1512601,2020, G
Dwyane Wade,Miami Heat,1512601,2020, G
Nigel Williams-Goss,Utah Jazz,1500000,2020, G
Isaiah Roby,Oklahoma City Thunder,1500000,2020, PF
Alfonzo McKinnie,Cleveland Cavaliers,1500000,2020, F
Shake Milton,Philadelphia 76ers,1455697,2020, SG
Brad Wanamaker,Boston Celtics,1445697,2020, PG
Thanasis Antetokounmpo,Milwaukee Bucks,1445697,2020, SF
Derrick Walton Jr.,Detroit Pistons,1445697,2020, G
Theo Pinson,Brooklyn Nets,1445697,2020, G
Wenyen Gabriel,Portland Trail Blazers,1445697,2020, F
Iman Shumpert,Brooklyn Nets,1419138,2020, G
De'Anthony Melton,Memphis Grizzlies,1416852,2020, SG
Gary Trent Jr.,Portland Trail Blazers,1416852,2020, SG
Svi Mykhailiuk,Detroit Pistons,1416852,2020, SG
Alize Johnson,Indiana Pacers,1416852,2020, F
Kenrich Williams,New Orleans Pelicans,1416852,2020, SF
Deonte Burton,Oklahoma City Thunder,1416852,2020, G
Keita Bates-Diop,Denver Nuggets,1416852,2020, SF
Chimezie Metu,San Antonio Spurs,1416852,2020, PF
Ryan Broekhoff,Dallas Mavericks,1416852,2020, G
Melvin Frazier Jr.,Orlando Magic,1416852,2020, G
Elie Okobo,Phoenix Suns,1416852,2020, G
Bruce Brown,Detroit Pistons,1416852,2020, SF
Jevon Carter,Phoenix Suns,1416852,2020, PG
Jarred Vanderbilt,Minnesota Timberwolves,1416852,2020, PF
Duncan Robinson,Miami Heat,1416852,2020, SG
Jemerrio Jones,Los Angeles Lakers,1416852,2020, F
Kendrick Nunn,Miami Heat,1416852,2020, G
Isaiah Hartenstein,Houston Rockets,1416852,2020, C
Khyri Thomas,Detroit Pistons,1416852,2020, SG
Hamidou Diallo,Oklahoma City Thunder,1416852,2020, SG
Jalen Brunson,Dallas Mavericks,1416852,2020, PG
Devonte' Graham,Charlotte Hornets,1416852,2020, PG
Dairis Bertans,New Orleans Pelicans,1416852,2020, G
Yante Maten,Boston Celtics,1416852,2020, F
Isaac Bonga,Washington Wizards,1416842,2020, G
Tarik Phillip,Washington Wizards,1416842,2020, G
Jaylen Nowell,Minnesota Timberwolves,1400000,2020, SG
Bruno Fernando,Atlanta Hawks,1400000,2020, F
Dakari Johnson,Memphis Grizzlies,1378242,2020, C
Kyle Collinsworth,Utah Jazz,1378242,2020, G
Jaylen Morris,San Antonio Spurs,1378242,2020, F
Brandon Paul,San Antonio Spurs,1378242,2020, G
Rodney Purvis,Miami Heat,1378242,2020, G
David Stockton,Los Angeles Lakers,1378242,2020, G
Zhou Qi,Houston Rockets,1378242,2020, C
Aaron Jackson,Houston Rockets,1378242,2020, F
Ike Anigbogu,New Orleans Pelicans,1378242,2020, C
Carmelo Anthony,Portland Trail Blazers,1364204,2020, PF
Jabari Bird,Atlanta Hawks,1349464,2020, G
Ben Moore,San Antonio Spurs,1349383,2020, F
James Nunnally,New Orleans Pelicans,1349383,2020, SF
Kevin Porter Jr.,Cleveland Cavaliers,1290960,2020, SG
Carsen Edwards,Boston Celtics,1228026,2020, PG
Okaro White,Washington Wizards,1187862,2020, F
Cody Martin,Charlotte Hornets,1173310,2020, SF
Gary Payton II,Washington Wizards,1052909,2020, SG
Nick Young,Denver Nuggets,1042584,2020, G
Admiral Schofield,Washington Wizards,1000000,2020, SF
Terance Mann,Los Angeles Clippers,1000000,2020, SG
Ron Baker,Washington Wizards,948580,2020, G
David Nwaba,Brooklyn Nets,903111,2020, SF
Jalen McDaniels,Charlotte Hornets,898310,2020, PF
Dewan Hernandez,Toronto Raptors,898310,2020, F
Daniel Gafford,Chicago Bulls,898310,2020, C
Eric Paschall,Golden State Warriors,898310,2020, PF
Stanton Kidd,Utah Jazz,898310,2020, SF
KZ Okpala,Miami Heat,898310,2020, F
Terence Davis,Toronto Raptors,898310,2020, SG
Ignas Brazdeikis,New York Knicks,898310,2020, SF
Nic Claxton,Brooklyn Nets,898310,2020, PF
Naz Reid,Minnesota Timberwolves,898310,2020, C
Jalen Lecque,Phoenix Suns,898310,2020, G
Max Strus,Chicago Bulls,898310,2020, SG
Caleb Martin,Charlotte Hornets,898310,2020, SF
Talen Horton-Tucker,Los Angeles Lakers,898310,2020, SG
Alen Smailagic,Golden State Warriors,898310,2020, PF
Justin Robinson,Washington Wizards,898310,2020, F
Vlatko Cancar,Denver Nuggets,898310,2020, SF
Matt Thomas,Toronto Raptors,898310,2020, SG
Javonte Green,Boston Celtics,898310,2020, SF
Miye Oni,Utah Jazz,898310,2020, SG
Justin James,Sacramento Kings,898310,2020, G
Damion Lee,Golden State Warriors,842327,2020, SG
Isaiah Briscoe,Orlando Magic,838464,2020, G
Juwan Morgan,Utah Jazz,746054,2020, F
Marquese Chriss,Golden State Warriors,654469,2020, SF
Timothe Luwawu-Cabarrot,Brooklyn Nets,654469,2020, SG
Marvin Williams,Milwaukee Bucks,604278,2020, F
Michael Kidd-Gilchrist,Dallas Mavericks,595122,2020, F
Rayjon Tucker,Utah Jazz,578573,2020, G
Chris Clemons,Houston Rockets,563347,2020, G
Gary Clark,Orlando Magic,555409,2020, F
Brandon Goodwin,Atlanta Hawks,522738,2020, G
Reggie Jackson,Los Angeles Clippers,512721,2020, PG
DeMarre Carroll,Houston Rockets,512721,2020, F
Anzejs Pasecniks,Washington Wizards,482144,2020, C
Chris Silva,Miami Heat,466918,2020, PF
Jeff Green,Houston Rockets,439475,2020, PF
Troy Daniels,Denver Nuggets,384541,2020, G
Dion Waiters,Los Angeles Lakers,375385,2020, G
Norvel Pelle,Philadelphia 76ers,350189,2020, PF
Ky Bowman,Golden State Warriors,350189,2020, G
Juan Toscano-Anderson,Golden State Warriors,350189,2020, SF
JR Smith,Los Angeles Lakers,289803,2020, G
Tyler Zeller,San Antonio Spurs,245686,2020, C
Jimmer Fredette,Phoenix Suns,208509,2020, G
Jontay Porter,Memphis Grizzlies,197933,2020, PF
Tyler Johnson,Brooklyn Nets,183115,2020, G
Anthony Tolliver,Memphis Grizzlies,183115,2020, PF
Luguentz Dort,Oklahoma City Thunder,155647,2020, SF
Stephen Curry,Golden State Warriors,43006362,2021, PG
Chris Paul,Phoenix Suns,41358814,2021, PG
Russell Westbrook,Washington Wizards,41358814,2021, PG
James Harden,Brooklyn Nets,41254920,2021, SG
John Wall,Houston Rockets,41254920,2021, PG
Kevin Durant,Brooklyn Nets,40108950,2021, PF
LeBron James,Los Angeles Lakers,39219565,2021, SF
Paul George,Los Angeles Clippers,35450412,2021, SG
Klay Thompson,Golden State Warriors,35361360,2021, SG
Mike Conley,Utah Jazz,34502130,2021, PG
Kemba Walker,Boston Celtics,34379100,2021, PG
Jimmy Butler,Miami Heat,34379100,2021, SF
Kawhi Leonard,Los Angeles Clippers,34379100,2021, SF
Tobias Harris,Philadelphia 76ers,34358850,2021, PF
Khris Middleton,Milwaukee Bucks,33051724,2021, SF
Anthony Davis,Los Angeles Lakers,32742000,2021, PF
Kyrie Irving,Brooklyn Nets,31742000,2021, PG
Damian Lillard,Portland Trail Blazers,31626953,2021, PG
Kevin Love,Cleveland Cavaliers,31258256,2021, PF
Pascal Siakam,Toronto Raptors,30559200,2021, PF
Ben Simmons,Philadelphia 76ers,30559200,2021, PG
Kyle Lowry,Toronto Raptors,30500000,2021, PG
Steven Adams,New Orleans Pelicans,29592696,2021, C
Joel Embiid,Philadelphia 76ers,29542010,2021, C
Andrew Wiggins,Golden State Warriors,29542010,2021, SF
Nikola Jokic,Denver Nuggets,29542010,2021, C
Kristaps Porzingis,Dallas Mavericks,29467800,2021, C
Devin Booker,Phoenix Suns,29467800,2021, SG
Karl-Anthony Towns,Minnesota Timberwolves,29467800,2021, C
CJ McCollum,Portland Trail Blazers,29354152,2021, SG
Bradley Beal,Washington Wizards,28751775,2021, SG
D'Angelo Russell,Minnesota Timberwolves,28649250,2021, PG
Gordon Hayward,Charlotte Hornets,28500000,2021, SF
Otto Porter Jr.,Orlando Magic,28489237,2021, SF
DeMar DeRozan,San Antonio Spurs,27739975,2021, SF
Giannis Antetokounmpo,Milwaukee Bucks,27528090,2021, PF
Rudy Gobert,Utah Jazz,27525281,2021, C
Al Horford,Oklahoma City Thunder,27500000,2021, C
Jamal Murray,Denver Nuggets,27285000,2021, PG
Brandon Ingram,New Orleans Pelicans,27285000,2021, SF
Jrue Holiday,Milwaukee Bucks,26231111,2021, PG
Nikola Vucevic,Chicago Bulls,26000000,2021, C
Chandler Parsons,Atlanta Hawks,25102511,2021, SF
Buddy Hield,Sacramento Kings,24701834,2021, SG
LaMarcus Aldridge,Brooklyn Nets,24000000,2021, C
Jaylen Brown,Boston Celtics,23735118,2021, SG
Draymond Green,Golden State Warriors,22246956,2021, PF
Harrison Barnes,Sacramento Kings,22215909,2021, SF
Fred VanVleet,Toronto Raptors,21250000,2021, SG
Victor Oladipo,Miami Heat,21000000,2021, SG
Malcolm Brogdon,Indiana Pacers,20700000,2021, PG
Domantas Sabonis,Indiana Pacers,19800000,2021, PF
Gary Harris,Orlando Magic,19610714,2021, SG
Zach LaVine,Chicago Bulls,19500000,2021, SG
Danilo Gallinari,Atlanta Hawks,19500000,2021, PF
Jerami Grant,Detroit Pistons,19050000,2021, SF
Tim Hardaway Jr.,Dallas Mavericks,18975000,2021, SF
Terry Rozier,Charlotte Hornets,18900000,2021, SG
Julius Randle,New York Knicks,18900000,2021, PF
Allen Crabbe,Minnesota Timberwolves,18500000,2021, G
Aaron Gordon,Denver Nuggets,18136364,2021, PF
Goran Dragic,Miami Heat,18000000,2021, PG
Myles Turner,Indiana Pacers,18000000,2021, C
Bogdan Bogdanovic,Atlanta Hawks,18000000,2021, SG
Bojan Bogdanovic,Utah Jazz,17850000,2021, SF
Evan Fournier,Boston Celtics,17150000,2021, SG
Ricky Rubio,Minnesota Timberwolves,17000000,2021, PG
Eric Bledsoe,New Orleans Pelicans,16875000,2021, SG
Eric Gordon,Houston Rockets,16869276,2021, SG
Timofey Mozgov,Orlando Magic,16720000,2021, C
Caris LeVert,Indiana Pacers,16203704,2021, SG
Joe Harris,Brooklyn Nets,16071429,2021, SF
James Johnson,New Orleans Pelicans,16047100,2021, PF
Dennis Schroder,Los Angeles Lakers,16000000,2021, PG
Clint Capela,Atlanta Hawks,16000000,2021, C
Cody Zeller,Charlotte Hornets,15415730,2021, C
Danny Green,Philadelphia 76ers,15365853,2021, SF
Andre Iguodala,Miami Heat,15000000,2021, F
Davis Bertans,Washington Wizards,15000000,2021, SF
Jonas Valanciunas,Memphis Grizzlies,15000000,2021, C
Marcus Morris Sr.,Los Angeles Clippers,14888721,2021, SF
Luke Babbitt,Miami Heat,14651700,2021, F
Rudy Gay,San Antonio Spurs,14500000,2021, SF
Kelly Oubre Jr.,Golden State Warriors,14375000,2021, SG
Dejounte Murray,San Antonio Spurs,14286000,2021, PG
Will Barton,Denver Nuggets,13723214,2021, SF
Marcin Gortat,Los Angeles Clippers,13565218,2021, C
Thaddeus Young,Chicago Bulls,13545000,2021, PF
Patty Mills,San Antonio Spurs,13535714,2021, PG
Terrence Ross,Orlando Magic,13500000,2021, SG
Marcus Smart,Boston Celtics,13446428,2021, PG
Malik Beasley,Minnesota Timberwolves,13425895,2021, SG
Patrick Beverley,Los Angeles Clippers,13333333,2021, PG
Christian Wood,Houston Rockets,13015873,2021, C
JJ Redick,Dallas Mavericks,13013700,2021, SG
Justise Winslow,Memphis Grizzlies,13000000,2021, PF
Jusuf Nurkic,Portland Trail Blazers,12888889,2021, C
Trevor Ariza,Miami Heat,12800000,2021, SF
Courtney Lee,Dallas Mavericks,12759670,2021, G
Brook Lopez,Milwaukee Bucks,12697674,2021, C
Cory Joseph,Detroit Pistons,12600000,2021, PG
Kelly Olynyk,Houston Rockets,12598243,2021, PF
Miles Plumlee,Memphis Grizzlies,12500000,2021, C
Nikola Mirotic,Milwaukee Bucks,12500000,2021, F
T.J. Warren,Indiana Pacers,12500000,2021, SF
Tyreke Evans,Indiana Pacers,12400000,2021, G
Markelle Fultz,Orlando Magic,12288697,2021, PG
Taurean Prince,Cleveland Cavaliers,12250000,2021, PF
Tony Snell,Atlanta Hawks,12178571,2021, SF
Robert Covington,Portland Trail Blazers,12138345,2021, PF
Kentavious Caldwell-Pope,Los Angeles Lakers,12073020,2021, SG
Larry Nance Jr.,Cleveland Cavaliers,11709091,2021, PF
Zach Randolph,Dallas Mavericks,11692308,2021, F
Jordan Clarkson,Utah Jazz,11500000,2021, PG
Spencer Dinwiddie,Brooklyn Nets,11454048,2021, PG
Dillon Brooks,Memphis Grizzlies,11400000,2021, SF
Omer Asik,Chicago Bulls,11286516,2021, C
Dwight Powell,Dallas Mavericks,11080125,2021, C
Lonzo Ball,New Orleans Pelicans,11003782,2021, PG
Josh Richardson,Dallas Mavericks,10865952,2021, SG
Norman Powell,Portland Trail Blazers,10865952,2021, SF
Joe Ingles,Utah Jazz,10863637,2021, SG
Jeremy Lamb,Indiana Pacers,10500000,2021, SG
DeAndre Jordan,Brooklyn Nets,10375678,2021, C
Zion Williamson,New Orleans Pelicans,10245480,2021, PF
Rodney Hood,Toronto Raptors,10047450,2021, SG
Tomas Satoransky,Chicago Bulls,10000000,2021, SG
Darren Collison,Los Angeles Lakers,10000000,2021, PG
Jayson Tatum,Boston Celtics,9897120,2021, SF
Anthony Edwards,Minnesota Timberwolves,9757440,2021, SF
Al-Farouq Aminu,Chicago Bulls,9720900,2021, SF
Dante Exum,Cleveland Cavaliers,9600000,2021, PG
George Hill,Philadelphia 76ers,9590602,2021, PG
De'Anthony Melton,Memphis Grizzlies,9571712,2021, SG
Deandre Ayton,Phoenix Suns,9562920,2021, C
Kyle Anderson,Memphis Grizzlies,9505100,2021, SF
Meyers Leonard,Miami Heat,9400000,2021, C
Montrezl Harrell,Los Angeles Lakers,9258000,2021, C
Derrick Favors,Utah Jazz,9258000,2021, C
Jae Crowder,Phoenix Suns,9258000,2021, PF
Serge Ibaka,Los Angeles Clippers,9258000,2021, C
Tristan Thompson,Boston Celtics,9258000,2021, C
Derrick Jones Jr.,Portland Trail Blazers,9258000,2021, SF
Dario Saric,Phoenix Suns,9250000,2021, PF
Ja Morant,Memphis Grizzlies,9166800,2021, PG
Delon Wright,Sacramento Kings,9000000,2021, SG
Marvin Bagley III,Sacramento Kings,8963640,2021, PF
Cedi Osman,Cleveland Cavaliers,8840580,2021, SF
Tyus Jones,Memphis Grizzlies,8817143,2021, PG
James Wiseman,Golden State Warriors,8730240,2021, C
Royce O'Neale,Utah Jazz,8500000,2021, PF
Thomas Bryant,Washington Wizards,8333333,2021, C
CJ Miles,Boston Celtics,8333333,2021, G
Maxi Kleber,Dallas Mavericks,8325000,2021, PF
RJ Barrett,New York Knicks,8231760,2021, SG
Jakob Poeltl,San Antonio Spurs,8101852,2021, C
De'Aaron Fox,Sacramento Kings,8099627,2021, PG
Luka Doncic,Dallas Mavericks,8049360,2021, PG
Mason Plumlee,Detroit Pistons,8000000,2021, C
Lou Williams,Atlanta Hawks,8000000,2021, SG
P.J. Tucker,Milwaukee Bucks,7969537,2021, PF
LaMelo Ball,Charlotte Hornets,7839960,2021, PG
Seth Curry,Philadelphia 76ers,7834449,2021, SG
Derrick Rose,New York Knicks,7682927,2021, PG
Cristiano Felicio,Chicago Bulls,7529020,2021, PF
Rajon Rondo,Los Angeles Clippers,7500000,2021, PG
Darrell Arthur,Phoenix Suns,7464912,2021, F
De'Andre Hunter,Atlanta Hawks,7422000,2021, SF
Jonathan Isaac,Orlando Magic,7362566,2021, PF
Doug McDermott,Indiana Pacers,7333333,2021, SF
Robin Lopez,Washington Wizards,7300000,2021, C
Jaren Jackson Jr.,Memphis Grizzlies,7257360,2021, PF
JaMychal Green,Denver Nuggets,7199760,2021, PF
Patrick Williams,Chicago Bulls,7068360,2021, PF
Aron Baynes,Toronto Raptors,7000000,2021, C
Darius Miller,Oklahoma City Thunder,7000000,2021, SF
Ivica Zubac,Los Angeles Clippers,7000000,2021, C
Chris Boucher,Toronto Raptors,6750000,2021, PF
Lauri Markkanen,Chicago Bulls,6731508,2021, PF
Darius Garland,Cleveland Cavaliers,6720720,2021, PG
D.J. Augustin,Houston Rockets,6666667,2021, PG
Trae Young,Atlanta Hawks,6571800,2021, PG
Juancho Hernangomez,Minnesota Timberwolves,6493000,2021, F
Isaac Okoro,Cleveland Cavaliers,6400920,2021, SF
Milos Teodosic,Los Angeles Clippers,6300000,2021, G
Frank Ntilikina,New York Knicks,6176578,2021, PG
Wesley Johnson,Washington Wizards,6134520,2021, F
Jarrett Culver,Minnesota Timberwolves,6104280,2021, G
Ish Smith,Washington Wizards,6000000,2021, PG
Alec Burks,New York Knicks,6000000,2021, SG
Mo Bamba,Orlando Magic,5969040,2021, C
Onyeka Okongwu,Atlanta Hawks,5813640,2021, PF
Justin Holiday,Indiana Pacers,5720000,2021, SF
Jonathon Simmons,Washington Wizards,5700000,2021, G
Dennis Smith Jr.,Detroit Pistons,5686677,2021, PG
Avery Bradley,Houston Rockets,5635000,2021, PG
Coby White,Chicago Bulls,5572680,2021, PG
Trey Lyles,San Antonio Spurs,5500000,2021, PF
Alex Abrines,Oklahoma City Thunder,5455236,2021, G
Jason Smith,New Orleans Pelicans,5450000,2021, F
Wendell Carter Jr.,Orlando Magic,5448840,2021, C
Zach Collins,San Antonio Spurs,5406255,2021, PF
Malik Monk,Charlotte Hornets,5345687,2021, SG
Killian Hayes,Detroit Pistons,5307120,2021, PG
Alexis Ajinca,Los Angeles Clippers,5285394,2021, C
Luke Kennard,Los Angeles Clippers,5273826,2021, SG
Donovan Mitchell,Utah Jazz,5195501,2021, SG
Rodney McGruder,Detroit Pistons,5192307,2021, G
Bam Adebayo,Miami Heat,5115492,2021, C
Jaxson Hayes,New Orleans Pelicans,5105160,2021, C
Richaun Holmes,Sacramento Kings,5005350,2021, C
Mike Scott,Philadelphia 76ers,5005350,2021, PF
Ed Davis,Minnesota Timberwolves,5005350,2021, C
Enes Freedom,Portland Trail Blazers,5005350,2021, C
Elfrid Payton,New York Knicks,5000000,2021, PG
Nerlens Noel,New York Knicks,5000000,2021, C
Dirk Nowitzki,Dallas Mavericks,5000000,2021, F
Daniel Theis,Chicago Bulls,5000000,2021, C
Kyle Singler,Oklahoma City Thunder,4996000,2021, F
Collin Sexton,Cleveland Cavaliers,4991880,2021, PG
Pat Connaughton,Milwaukee Bucks,4938272,2021, SG
Obi Toppin,New York Knicks,4862040,2021, PF
