NAME,TEAM,SALARY,YEAR
Andris Biedrins,Golden State Warriors,1857360,2006
Nick Collison,Oklahoma City Thunder,1815000,2006
Jon Barry,Houston Rockets,1800000,2006
Robert Swift,Oklahoma City Thunder,1764480,2006
Tayshaun Prince,Detroit Pistons,1763115,2006
Reggie Evans,Denver Nuggets,1760000,2006
Calbert Cheaney,Golden State Warriors,1760000,2006
Mo Williams,Milwaukee Bucks,1760000,2006
Lindsey Hunter,Detroit Pistons,1760000,2006
Marcus Banks,Minnesota Timberwolves,1724280,2006
Jarron Collins,Utah Jazz,1700000,2006
John Salmons,Philadelphia 76ers,1699001,2006
Sebastian Telfair,Portland Trail Blazers,1676280,2006
Derek Anderson,Miami Heat,1670000,2006
Michael Ruffin,Washington Wizards,1670000,2006
Brian Grant,Phoenix Suns,1670000,2006
Malik Allen,Chicago Bulls,1670000,2006
Yaroslav Korolev,Los Angeles Clippers,1670000,2006
Greg Buckner,Denver Nuggets,1670000,2006
Luke Ridnour,Oklahoma City Thunder,1638000,2006
Sean May,Charlotte Hornets,1619280,2006
Scott Padgett,Brooklyn Nets,1600000,2006
Kris Humphries,Utah Jazz,1592400,2006
Devin Brown,Utah Jazz,1592400,2006
Joel Przybilla,Portland Trail Blazers,1560000,2006
Josh Smith,Atlanta Hawks,1560000,2006
Reece Gaines,Milwaukee Bucks,1556160,2006
Jason Hart,Sacramento Kings,1540000,2006
Rashad McCants,Minnesota Timberwolves,1538400,2006
Al Jefferson,Boston Celtics,1512840,2006
Maurice Evans,Detroit Pistons,1500000,2006
Antoine Wright,Brooklyn Nets,1461360,2006
Kirk Snyder,NO/Oklahoma City  Hornets,1437240,2006
Zarko Cabarkapa,Golden State Warriors,1404360,2006
Milt Palacio,Utah Jazz,1400000,2006
Joey Graham,Toronto Raptors,1388400,2006
David West,NO/Oklahoma City  Hornets,1334160,2006
Danny Granger,Indiana Pacers,1318920,2006
Rasual Butler,NO/Oklahoma City  Hornets,1300000,2006
JR Smith,NO/Oklahoma City  Hornets,1297080,2006
Sasha Pavlovic,Cleveland Cavaliers,1274160,2006
Gerald Green,Boston Celtics,1253040,2006
Dorell Wright,Miami Heat,1238640,2006
Dahntay Jones,Memphis Grizzlies,1223160,2006
Hakim Warrick,Memphis Grizzlies,1196520,2006
Jameer Nelson,Orlando Magic,1189200,2006
Boris Diaw,Phoenix Suns,1174200,2006
Julius Hodge,Denver Nuggets,1148760,2006
Pavel Podkolzin,Dallas Mavericks,1141560,2006
Bryon Russell,Oklahoma City Thunder,1138500,2006
Bo Outlaw,Orlando Magic,1138500,2006
Alonzo Mourning,Miami Heat,1138500,2006
Stacey Augmon,Orlando Magic,1138500,2006
Zoran Planinic,Brooklyn Nets,1127280,2006
Keith McLeod,Utah Jazz,1125000,2006
Luke Walton,Los Angeles Lakers,1125000,2006
Nate Robinson,New York Knicks,1102680,2006
Jason Kapono,Miami Heat,1100000,2006
Matt Carroll,Charlotte Hornets,1100000,2006
Victor Khryapa,Portland Trail Blazers,1095960,2006
Travis Outlaw,Portland Trail Blazers,1082160,2006
Darrick Martin,Toronto Raptors,1081575,2006
Jarrett Jack,Portland Trail Blazers,1058640,2006
Brian Cook,Los Angeles Lakers,1038960,2006
Walter McCarty,Los Angeles Clippers,1035000,2006
Jacque Vaughn,Brooklyn Nets,1029873,2006
Mikki Moore,Oklahoma City Thunder,1029873,2006
Sergei Monia,Sacramento Kings,1016400,2006
Francisco Garcia,Sacramento Kings,1016400,2006
Delonte West,Boston Celtics,1010040,2006
Nenad Krstic,Brooklyn Nets,1010040,2006
John Edwards,Atlanta Hawks,1000000,2006
Steve Blake,Portland Trail Blazers,1000000,2006
Luther Head,Houston Rockets,975600,2006
Carlos Delfino,Detroit Pistons,969600,2006
Tony Allen,Boston Celtics,969600,2006
Anthony Carter,Minnesota Timberwolves,965185,2006
Kevin Martin,Sacramento Kings,937440,2006
Johan Petro,Oklahoma City Thunder,936600,2006
Kendrick Perkins,Boston Celtics,936480,2006
Leandro Barbosa,Phoenix Suns,930600,2006
Josh Howard,Dallas Mavericks,923880,2006
Sasha Vujacic,Los Angeles Lakers,910440,2006
Jason Maxiell,Detroit Pistons,905640,2006
Beno Udrih,San Antonio Spurs,904800,2006
Ryan Bowen,Houston Rockets,900498,2006
Calvin Booth,Washington Wizards,900498,2006
David Harrison,Indiana Pacers,898200,2006
Jannero Pargo,Chicago Bulls,895248,2006
Ronald Murray,Cleveland Cavaliers,895248,2006
Didier Ilunga-Mbenga,Dallas Mavericks,880000,2006
Linas Kleiza,Denver Nuggets,879360,2006
Keith Bogans,Houston Rockets,869373,2006
Wayne Simien,Miami Heat,867720,2006
Anderson Varejao,Cleveland Cavaliers,866800,2006
David Lee,New York Knicks,861360,2006
Maciej Lampe,Houston Rockets,858534,2006
Adrian Griffin,Dallas Mavericks,844537,2006
Lee Nailon,Philadelphia 76ers,835810,2006
Zendon Hamilton,Philadelphia 76ers,835810,2006
Mateen Cleaves,Oklahoma City Thunder,835810,2006
Eddie Gill,Indiana Pacers,835810,2006
Eddie House,Phoenix Suns,835810,2006
Laron Profit,Los Angeles Lakers,835810,2006
Loren Woods,Toronto Raptors,780000,2006
Mike Wilks,Oklahoma City Thunder,771123,2006
Michael Bradley,Philadelphia 76ers,771123,2006
Pat Burke,Phoenix Suns,750000,2006
Lonny Baxter,Charlotte Hornets,745248,2006
Terence Morris,Orlando Magic,745248,2006
Qyntel Woods,New York Knicks,745248,2006
Richie Frahm,Houston Rockets,745248,2006
Smush Parker,Los Angeles Lakers,745248,2006
Nikoloz Tskitishvili,Phoenix Suns,745248,2006
Sean Marks,San Antonio Spurs,719373,2006
Ronald Dupree,Minnesota Timberwolves,719373,2006
Nick Van Exel,San Antonio Spurs,719373,2006
DerMarr Johnson,Denver Nuggets,719373,2006
Alan Henderson,Cleveland Cavaliers,719373,2006
Francisco Elson,Denver Nuggets,719373,2006
Rick Brunson,Houston Rockets,719373,2006
Linton Johnson,NO/Oklahoma City  Hornets,719373,2006
Quinton Ross,Los Angeles Clippers,719373,2006
Lamond Murray,Brooklyn Nets,719373,2006
Ervin Johnson,Milwaukee Bucks,719373,2006
Gary Payton,Miami Heat,719373,2006
Shandon Anderson,Miami Heat,719373,2006
Charles Smith,Denver Nuggets,719373,2006
Jamal Sampson,Sacramento Kings,719373,2006
Darrel Armstrong,Dallas Mavericks,719373,2006
Jermaine Jackson,Milwaukee Bucks,696508,2006
Salim Stoudamire,Atlanta Hawks,675000,2006
Peter John Ramos,Washington Wizards,660000,2006
Esteban Batista,Atlanta Hawks,644209,2006
Antonio Burks,Memphis Grizzlies,641748,2006
Pape Sow,Toronto Raptors,641748,2006
Royal Ivey,Atlanta Hawks,641748,2006
Ha Seung-Jin,Portland Trail Blazers,641748,2006
Mario Kasun,Orlando Magic,641748,2006
Awvee Storey,Washington Wizards,641748,2006
Josh Powell,Dallas Mavericks,641748,2006
Trevor Ariza,Orlando Magic,641748,2006
Jackie Butler,New York Knicks,641748,2006
Justin Reed,Minnesota Timberwolves,641748,2006
Charlie Bell,Milwaukee Bucks,641748,2006
Jackson Vroman,NO/Oklahoma City  Hornets,641748,2006
Earl Barron,Miami Heat,641748,2006
Donta Smith,Atlanta Hawks,641748,2006
Bernard Robinson,Charlotte Hornets,641747,2006
Matt Barnes,Philadelphia 76ers,627251,2006
James Singleton,Los Angeles Clippers,625000,2006
Daniel Ewing,Los Angeles Clippers,450000,2006
Lou Williams,Philadelphia 76ers,450000,2006
Monta Ellis,Golden State Warriors,448762,2006
Ryan Gomes,Boston Celtics,428762,2006
Chris Taft,Golden State Warriors,423762,2006
Kevin Burleson,Charlotte Hornets,398762,2006
Dwayne Jones II,Boston Celtics,398762,2006
Robert Whaley,Utah Jazz,398762,2006
Travis Diener,Orlando Magic,398762,2006
Rawle Marshall,Dallas Mavericks,398762,2006
Ronnie Price,Sacramento Kings,398762,2006
Amir Johnson,Detroit Pistons,398762,2006
Von Wafer,Los Angeles Lakers,398762,2006
Andray Blatche,Washington Wizards,398762,2006
Devin Green,Los Angeles Lakers,398762,2006
Bracey Wright,Minnesota Timberwolves,398762,2006
Orien Greene,Boston Celtics,398762,2006
Alan Anderson,Charlotte Hornets,398762,2006
Boniface N'Dong,Los Angeles Clippers,398762,2006
Anthony Roberson,Memphis Grizzlies,398762,2006
Alex Acker,Detroit Pistons,398762,2006
Brandon Bass,NO/Oklahoma City  Hornets,398762,2006
Andre Owens,Utah Jazz,398762,2006
Lawrence Roberts,Memphis Grizzlies,398762,2006
Gerald Fitch,Houston Rockets,398762,2006
Shavlik Randolph,Philadelphia 76ers,398762,2006
Eddie Basden,Chicago Bulls,398762,2006
Ersan Ilyasova,Milwaukee Bucks,398762,2006
Martynas Andriuskevicius,Cleveland Cavaliers,398762,2006
Dijon Thompson,Phoenix Suns,398762,2006
C.J. Miles,Utah Jazz,398761,2006
Donell Taylor,Washington Wizards,398672,2006
Chuck Hayes,Houston Rockets,248118,2006
Kevin Garnett,Minnesota Timberwolves,21000000,2007
Shaquille O'Neal,Miami Heat,20000000,2007
Jason Kidd,Brooklyn Nets,18084000,2007
Jermaine O'Neal,Indiana Pacers,18084000,2007
Kobe Bryant,Los Angeles Lakers,17718750,2007
Tim Duncan,San Antonio Spurs,17429673,2007
Allen Iverson,Denver Nuggets,17184375,2007
Stephon Marbury,New York Knicks,17184375,2007
Tracy McGrady,Houston Rockets,16901500,2007
Grant Hill,Orlando Magic,16901500,2007
Ben Wallace,Chicago Bulls,16000000,2007
Paul Pierce,Boston Celtics,15101626,2007
Antawn Jamison,Washington Wizards,15101626,2007
Vince Carter,Brooklyn Nets,15101626,2007
Dirk Nowitzki,Dallas Mavericks,15101622,2007
Steve Francis,New York Knicks,15070000,2007
Baron Davis,Golden State Warriors,15070000,2007
Shawn Marion,Phoenix Suns,15070000,2007
Ray Allen,Oklahoma City Thunder,14611570,2007
Elton Brand,Los Angeles Clippers,14248000,2007
Larry Hughes,Cleveland Cavaliers,13363012,2007
Michael Redd,Milwaukee Bucks,13260000,2007
Joe Johnson,Atlanta Hawks,12744190,2007
Mike Bibby,Sacramento Kings,12500000,2007
Amar'e Stoudemire,Phoenix Suns,12455000,2007
Yao Ming,Houston Rockets,12455000,2007
Pau Gasol,Memphis Grizzlies,12364000,2007
Andrei Kirilenko,Utah Jazz,12364000,2007
Lamar Odom,Los Angeles Lakers,12348596,2007
Kenyon Martin,Denver Nuggets,12068182,2007
Zach Randolph,Portland Trail Blazers,12000000,2007
Wally Szczerbiak,Boston Celtics,11775000,2007
Theo Ratliff,Boston Celtics,11666666,2007
Rasheed Wallace,Detroit Pistons,11650000,2007
Raef LaFrentz,Portland Trail Blazers,11532037,2007
Carlos Boozer,Utah Jazz,11260483,2007
Richard Jefferson,Brooklyn Nets,11200000,2007
Gilbert Arenas,Washington Wizards,11096800,2007
Peja Stojakovic,NO/Oklahoma City Hornets,10800000,2007
Steve Nash,Phoenix Suns,10500000,2007
Jason Richardson,Golden State Warriors,9999999,2007
Erick Dampier,Dallas Mavericks,9628000,2007
Brad Miller,Sacramento Kings,9625000,2007
Samuel Dalembert,Philadelphia 76ers,9464307,2007
Tony Parker,San Antonio Spurs,9450000,2007
Zydrunas Ilgauskas,Cleveland Cavaliers,9442697,2007
Rashard Lewis,Oklahoma City Thunder,9350649,2007
Jerry Stackhouse,Dallas Mavericks,9296874,2007
Richard Hamilton,Detroit Pistons,9187500,2007
Tyson Chandler,NO/Oklahoma City Hornets,9150000,2007
Andre Miller,Philadelphia 76ers,8966666,2007
Marcus Camby,Denver Nuggets,8800000,2007
Bobby Simmons,Milwaukee Bucks,8640000,2007
P.J. Brown,Chicago Bulls,8560000,2007
Jamaal Magloire,Portland Trail Blazers,8433334,2007
Kwame Brown,Los Angeles Lakers,8287500,2007
Troy Murphy,Indiana Pacers,8285714,2007
Manu Ginobili,San Antonio Spurs,8254374,2007
Jason Williams,Miami Heat,8250000,2007
Mehmet Okur,Utah Jazz,8250000,2007
Eddy Curry,New York Knicks,8171103,2007
Adonal Foyle,Golden State Warriors,8125000,2007
Cuttino Mobley,Los Angeles Clippers,8125000,2007
Doug Christie,Los Angeles Clippers,8125000,2007
Jason Terry,Dallas Mavericks,8100000,2007
Desmond Mason,NO/Oklahoma City Hornets,8037036,2007
Nene Hilario,Denver Nuggets,8000000,2007
Tayshaun Prince,Detroit Pistons,7851240,2007
Kurt Thomas,Phoenix Suns,7821482,2007
Darius Miles,Portland Trail Blazers,7750000,2007
Al Harrington,Golden State Warriors,7625000,2007
Mike Miller,Memphis Grizzlies,7623813,2007
Antoine Walker,Miami Heat,7606820,2007
Metta World Peace,Sacramento Kings,7526316,2007
Quentin Richardson,New York Knicks,7525500,2007
Malik Rose,New York Knicks,7525397,2007
Mike Dunleavy,Indiana Pacers,7438016,2007
Caron Butler,Washington Wizards,7438000,2007
Austin Croshere,Dallas Mavericks,7300000,2007
Mark Blount,Minnesota Timberwolves,7288165,2007
Rasho Nesterovic,Toronto Raptors,7280000,2007
Jamal Crawford,New York Knicks,7200000,2007
Kenny Thomas,Sacramento Kings,7187500,2007
Corey Maggette,Los Angeles Clippers,7000000,2007
Speedy Claxton,Atlanta Hawks,6854546,2007
Sam Cassell,Los Angeles Clippers,6850000,2007
Joe Smith,Philadelphia 76ers,6807000,2007
Ruben Patterson,Milwaukee Bucks,6807000,2007
Drew Gooden,Cleveland Cavaliers,6645402,2007
Danny Fortson,Oklahoma City Thunder,6596990,2007
Matt Harpring,Utah Jazz,6500000,2007
Corliss Williamson,Sacramento Kings,6500000,2007
Juwan Howard,Houston Rockets,6392100,2007
James Posey,Miami Heat,6392100,2007
Ricky Davis,Minnesota Timberwolves,6364400,2007
Chauncey Billups,Detroit Pistons,6364400,2007
Chris Wilcox,Oklahoma City Thunder,6250000,2007
Stephen Jackson,Golden State Warriors,6120000,2007
Eric Snow,Cleveland Cavaliers,6093750,2007
Derek Fisher,Utah Jazz,5883600,2007
Antonio McDyess,Detroit Pistons,5883600,2007
Marquis Daniels,Indiana Pacers,5883600,2007
Hedo Turkoglu,Orlando Magic,5883600,2007
Etan Thomas,Washington Wizards,5883600,2007
Jamaal Tinsley,Indiana Pacers,5850000,2007
LeBron James,Cleveland Cavaliers,5828089,2007
Jason Collins,Brooklyn Nets,5800000,2007
Tony Battie,Orlando Magic,5746000,2007
Donyell Marshall,Cleveland Cavaliers,5633037,2007
Troy Hudson,Minnesota Timberwolves,5603000,2007
Gerald Wallace,Charlotte Hornets,5525000,2007
Marko Jaric,Minnesota Timberwolves,5525000,2007
Udonis Haslem,Miami Heat,5525000,2007
Jeff Foster,Indiana Pacers,5500000,2007
Brian Skinner,Milwaukee Bucks,5400000,2007
Shareef Abdur-Rahim,Sacramento Kings,5400000,2007
Earl Watson,Oklahoma City Thunder,5400000,2007
Stromile Swift,Memphis Grizzlies,5400000,2007
Antonio Daniels,Washington Wizards,5400000,2007
Brian Cardinal,Memphis Grizzlies,5400000,2007
Jerome James,New York Knicks,5400000,2007
Shane Battier,Houston Rockets,5393300,2007
Dan Gadzuric,Milwaukee Bucks,5252065,2007
Bobby Jackson,NO/Oklahoma City Hornets,5250000,2007
Darko Milicic,Orlando Magic,5218622,2007
Nazr Mohammed,Detroit Pistons,5215000,2007
Jared Jeffries,New York Knicks,5215000,2007
Joel Przybilla,Portland Trail Blazers,5215000,2007
Tim Thomas,Los Angeles Clippers,5215000,2007
Mike James,Minnesota Timberwolves,5215000,2007
Vladimir Radmanovic,Los Angeles Lakers,5215000,2007
Brent Barry,San Antonio Spurs,5117880,2007
Marc Jackson,NO/Oklahoma City Hornets,4875000,2007
Dwight Howard,Orlando Magic,4806720,2007
Carmelo Anthony,Denver Nuggets,4694041,2007
Andrew Bogut,Milwaukee Bucks,4665960,2007
Eduardo Najera,Denver Nuggets,4571428,2007
Morris Peterson,Toronto Raptors,4550000,2007
Andrea Bargnani,Toronto Raptors,4501200,2007
Raja Bell,Phoenix Suns,4500000,2007
Brendan Haywood,Washington Wizards,4500000,2007
Brevin Knight,Charlotte Hornets,4400000,2007
John Salmons,Sacramento Kings,4400000,2007
Trenton Hassell,Minnesota Timberwolves,4350000,2007
Emeka Okafor,Charlotte Hornets,4300560,2007
Eric Williams,Charlotte Hornets,4296000,2007
Chris Bosh,Toronto Raptors,4235220,2007
Chris Mihm,Los Angeles Lakers,4214241,2007
Rafer Alston,Houston Rockets,4200000,2007
Marvin Williams,Atlanta Hawks,4174800,2007
Kevin Durant,Brooklyn Nets,4171200,2007
Anthony Parker,Toronto Raptors,4150000,2007
Carlos Arroyo,Orlando Magic,4100000,2007
Damon Stoudamire,Memphis Grizzlies,4050000,2007
LaMarcus Aldridge,Portland Trail Blazers,4027320,2007
Kyle Korver,Philadelphia 76ers,4018182,2007
Reggie Evans,Denver Nuggets,4000000,2007
Gordan Giricek,Utah Jazz,4000000,2007
Sarunas Jasikevicius,Golden State Warriors,4000000,2007
Zaza Pachulia,Atlanta Hawks,4000000,2007
Andres Nocioni,Chicago Bulls,3950000,2007
Damon Jones,Cleveland Cavaliers,3884678,2007
Ben Gordon,Chicago Bulls,3862080,2007
Shaun Livingston,Los Angeles Clippers,3841920,2007
Dwyane Wade,Miami Heat,3841443,2007
Bob Sura,Houston Rockets,3840000,2007
Jorge Garbajosa,Toronto Raptors,3750000,2007
Bruce Bowen,San Antonio Spurs,3750000,2007
Deron Williams,Utah Jazz,3749040,2007
Vitaly Potapenko,Sacramento Kings,3674584,2007
Darius Songaila,Washington Wizards,3650000,2007
Adam Morrison,Charlotte Hornets,3616680,2007
Jeff McInnis,Charlotte Hornets,3600000,2007
Marcus Banks,Phoenix Suns,3600000,2007
Pat Garrity,Orlando Magic,3525000,2007
Dale Davis,Detroit Pistons,3500000,2007
Tyronn Lue,Atlanta Hawks,3500000,2007
Chris Kaman,Los Angeles Clippers,3491767,2007
Chris Paul,NO/Oklahoma City Hornets,3380160,2007
Keyon Dooling,Orlando Magic,3348000,2007
Robert Horry,San Antonio Spurs,3315000,2007
Melvin Ely,San Antonio Spurs,3303813,2007
Tyrus Thomas,Chicago Bulls,3260760,2007
Lorenzen Wright,Atlanta Hawks,3250000,2007
Greg Buckner,Dallas Mavericks,3240741,2007
Zeljko Rebraca,Los Angeles Clippers,3240000,2007
Kevin Ollie,Philadelphia 76ers,3196050,2007
Ira Newble,Cleveland Cavaliers,3196050,2007
Kirk Hinrich,Chicago Bulls,3192628,2007
Devin Harris,Dallas Mavericks,3153120,2007
Trevor Ariza,Orlando Magic,3100000,2007
Fred Jones,Portland Trail Blazers,3100000,2007
Raymond Felton,Charlotte Hornets,3060840,2007
Jeff Green,Denver Nuggets,3058200,2007
Steven Hunter,Philadelphia 76ers,3024000,2007
Chris Duhon,Chicago Bulls,3024000,2007
Chucky Atkins,Memphis Grizzlies,3000000,2007
Francisco Elson,San Antonio Spurs,3000000,2007
Rasual Butler,NO/Oklahoma City Hornets,3000000,2007
Shelden Williams,Atlanta Hawks,2952840,2007
Earl Boykins,Milwaukee Bucks,2950000,2007
T.J. Ford,Toronto Raptors,2929467,2007
Jake Tsakalidis,Houston Rockets,2900000,2007
Michael Finley,San Antonio Spurs,2889000,2007
Michael Doleac,Miami Heat,2880000,2007
Josh Childress,Atlanta Hawks,2863920,2007
Willie Green,Philadelphia 76ers,2800000,2007
Brian Scalabrine,Boston Celtics,2793103,2007
Martell Webster,Portland Trail Blazers,2780160,2007
Dan Dickau,Portland Trail Blazers,2753218,2007
Primoz Brezec,Charlotte Hornets,2750000,2007
Eddie Griffin,Minnesota Timberwolves,2700000,2007
Damien Wilkins,Oklahoma City Thunder,2700000,2007
Michael Sweetney,Chicago Bulls,2696956,2007
Brandon Roy,Portland Trail Blazers,2681880,2007
James Jones,Phoenix Suns,2650000,2007
Anthony Johnson,Atlanta Hawks,2640000,2007
Jarron Collins,Utah Jazz,2625698,2007
Luol Deng,Chicago Bulls,2614440,2007
Jarvis Hayes,Washington Wizards,2564127,2007
Juan Dixon,Toronto Raptors,2550000,2007
Charlie Villanueva,Milwaukee Bucks,2537880,2007
Corey Brewer,Sacramento Kings,2535720,2007
Mickael Pietrus,Golden State Warriors,2535260,2007
Keith Bogans,Orlando Magic,2510000,2007
Nick Collison,Oklahoma City Thunder,2501070,2007
Fabricio Oberto,San Antonio Spurs,2500000,2007
Bostjan Nachbar,Brooklyn Nets,2500000,2007
Alonzo Mourning,Miami Heat,2500000,2007
Aaron McKie,Los Angeles Lakers,2500000,2007
Randy Foye,Minnesota Timberwolves,2448240,2007
Luke Ridnour,Oklahoma City Thunder,2425878,2007
Rafael Araujo,Utah Jazz,2395200,2007
Jose Calderon,Toronto Raptors,2333334,2007
Channing Frye,New York Knicks,2325000,2007
Lindsey Hunter,Detroit Pistons,2250000,2007
Rudy Gay,Memphis Grizzlies,2242920,2007
Mark Madsen,Minnesota Timberwolves,2210000,2007
Dikembe Mutombo,Houston Rockets,2210000,2007
Andre Iguodala,Philadelphia 76ers,2201640,2007
Othella Harrington,Charlotte Hornets,2200000,2007
Jackie Butler,San Antonio Spurs,2200000,2007
Scot Pollard,Cleveland Cavaliers,2200000,2007
Zarko Cabarkapa,Golden State Warriors,2157097,2007
Ike Diogu,Indiana Pacers,2137200,2007
Bonzi Wells,Houston Rockets,2115000,2007
Patrick O'Bryant,Golden State Warriors,2061720,2007
David West,NO/Oklahoma City Hornets,2051938,2007
Andrew Bynum,Los Angeles Lakers,2030280,2007
Matt Bonner,San Antonio Spurs,2000000,2007
Jake Voskuhl,Charlotte Hornets,2000000,2007
DeSagana Diop,Dallas Mavericks,1998000,2007
Andris Biedrins,Golden State Warriors,1986960,2007
Devean George,Dallas Mavericks,1974259,2007
Sasha Pavlovic,Cleveland Cavaliers,1962206,2007
Mouhamed Sene,Oklahoma City Thunder,1958640,2007
Mo Williams,Milwaukee Bucks,1920000,2007
Robert Swift,Oklahoma City Thunder,1887600,2007
Dahntay Jones,Memphis Grizzlies,1886113,2007
Boris Diaw,Phoenix Suns,1870501,2007
JJ Redick,Orlando Magic,1860720,2007
Zoran Planinic,Brooklyn Nets,1854376,2007
Travis Outlaw,Portland Trail Blazers,1836426,2007
Thaddeus Young,Toronto Raptors,1830720,2007
Brian Cook,Los Angeles Lakers,1817141,2007
Michael Ruffin,Washington Wizards,1803600,2007
Malik Allen,Chicago Bulls,1803600,2007
Vasileios Spanoulis,Houston Rockets,1800000,2007
Walter Herrmann Heinrich,Charlotte Hornets,1800000,2007
Sebastian Telfair,Boston Celtics,1793160,2007
Hilton Armstrong,NO/Oklahoma City Hornets,1767600,2007
Ronald Murray,Detroit Pistons,1750000,2007
David Wesley,Cleveland Cavaliers,1750000,2007
Shammond Williams,Los Angeles Lakers,1750000,2007
Aaron Williams,Los Angeles Clippers,1750000,2007
Sean May,Charlotte Hornets,1740720,2007
Kris Humphries,Toronto Raptors,1703520,2007
Kendrick Perkins,Boston Celtics,1689410,2007
Leandro Barbosa,Phoenix Suns,1679733,2007
Thabo Sefolosha,Chicago Bulls,1679280,2007
Josh Howard,Dallas Mavericks,1667603,2007
